Male ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
x+98,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+99,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+100,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+101,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+102,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+103,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+104,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+105,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+106,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+107,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
Female ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
x,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.000940475,0.001065489,0.001192112,0.001318483,0.001442924,0.001564024,0.001680711,0.001792292,0.001898477,0.001999384,0.002095524,0.002187784,0.002277403,0.002365949,0.002455306,0.002547672,0.002645578,0.002751923,0.002870045,0.00300382,0.003157815,0.003337488,0.003549476,0.003801978,0.00410529,0.004372263,0.004700441,0.005104547,0.005602209,0.006214671,0.006967592,0.007876951,0.008990109,0.010348552,0.011999262,0.013993232,0.016382647,0.019220342,0.022561126,0.026461089,0.030977022,0.036166576,0.042089593,0.048811093,0.056406446,0.06496932,0.074620487,0.085488767,0.097668598,0.111182625,0.125934155,0.14165329,0.157897775,0.174097922,0.189587459,0.20364909,0.223437441,0.241530439,0.25714212,0.269607006,0.278448637,0.283427868,0.28456356,0.282464977,0.28038187,0.278314125,0.278314125,0.278314125,0.278314125,0.278314125,0.278314125,0.278314125,0.278314125
x+1,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001047908,0.001187203,0.00132829,0.001469097,0.001607753,0.001742687,0.001872704,0.001997031,0.002115346,0.002227779,0.002334902,0.002437701,0.002537558,0.002636219,0.002735783,0.002838701,0.00294779,0.003066284,0.003197899,0.003346956,0.003518541,0.003718739,0.003954943,0.00423629,0.004574249,0.00487172,0.005237387,0.005687654,0.006242166,0.006924591,0.007763521,0.008776759,0.010017076,0.011530698,0.013369974,0.015591721,0.018254086,0.02141594,0.025138352,0.029483819,0.034515621,0.040297993,0.046897614,0.054386931,0.062849924,0.072390961,0.08314461,0.095254407,0.108825577,0.123883351,0.140319993,0.157834772,0.175934914,0.193985653,0.211244607,0.22691254,0.248961374,0.269121189,0.28651624,0.300405028,0.310256665,0.315804688,0.317070114,0.314731803,0.312410736,0.310106787,0.310106787,0.310106787,0.310106787,0.310106787,0.310106787,0.310106787,0.310106787,0.310106787
x+2,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001107664,0.001254902,0.001404034,0.001552871,0.001699433,0.001842062,0.001979492,0.002110909,0.002235971,0.002354815,0.002468046,0.002576708,0.002682259,0.002786546,0.002891788,0.003000574,0.003115885,0.003241135,0.003380255,0.003537812,0.003719182,0.003930795,0.004180469,0.004477859,0.00483509,0.005149524,0.005536042,0.006011986,0.006598118,0.007319458,0.008206226,0.009277243,0.010588287,0.012188222,0.01413238,0.016480819,0.019295002,0.022637157,0.026571835,0.031165098,0.036483831,0.042595936,0.049571892,0.057488278,0.066433863,0.076518965,0.087885828,0.100686171,0.11503122,0.130947645,0.148321566,0.166835103,0.185967383,0.205047443,0.223290567,0.239851944,0.263158086,0.284467489,0.302854472,0.31753525,0.327948665,0.333813057,0.335150642,0.332678992,0.330225569,0.32779024,0.32779024,0.32779024,0.32779024,0.32779024,0.32779024,0.32779024,0.32779024,0.32779024,0.32779024
x+3,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001123061,0.001272346,0.001423552,0.001574457,0.001723057,0.001867668,0.002007009,0.002140252,0.002267053,0.00238755,0.002502355,0.002612527,0.002719545,0.002825282,0.002931986,0.003042285,0.003159198,0.003286189,0.003427243,0.00358699,0.003770882,0.003985437,0.004238581,0.004540105,0.004902303,0.005221107,0.005612998,0.006095558,0.006689838,0.007421205,0.0083203,0.009406205,0.010735474,0.01235765,0.014328833,0.016709918,0.019563221,0.022951834,0.026941208,0.031598321,0.03699099,0.043188059,0.050260987,0.058287417,0.067357354,0.077582649,0.089107521,0.102085801,0.116630259,0.132767937,0.150383371,0.169154264,0.1885525,0.207897789,0.22639451,0.243186105,0.266816223,0.288421847,0.307064425,0.32194928,0.332507451,0.338453363,0.339809542,0.337303533,0.334816006,0.332346824,0.332346824,0.332346824,0.332346824,0.332346824,0.332346824,0.332346824,0.332346824,0.332346824,0.332346824,0.332346824
x+4,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001103406,0.001250078,0.001398637,0.001546902,0.001692901,0.001834982,0.001971884,0.002102795,0.002227376,0.002345764,0.00245856,0.002566804,0.002671949,0.002775835,0.002880673,0.002989041,0.003103908,0.003228677,0.003367262,0.003524213,0.003704886,0.003915687,0.0041644,0.004460647,0.004816506,0.00512973,0.005514763,0.005988877,0.006572757,0.007291324,0.008174684,0.009241584,0.010547589,0.012141374,0.014078059,0.016417472,0.019220838,0.022550147,0.026469701,0.031045308,0.036343599,0.04243221,0.049381353,0.05726731,0.066178511,0.076224849,0.087548021,0.100299164,0.114589074,0.130444321,0.147751463,0.16619384,0.185252581,0.204259302,0.222432305,0.238930026,0.262146585,0.283374082,0.30169039,0.31631474,0.326688129,0.33252998,0.333862424,0.331400274,0.328956281,0.326530313,0.326530313,0.326530313,0.326530313,0.326530313,0.326530313,0.326530313,0.326530313,0.326530313,0.326530313,0.326530313,0.326530313
x+5,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001060359,0.001201309,0.001344073,0.001486553,0.001626857,0.001763394,0.001894956,0.00202076,0.002140481,0.00225425,0.002362646,0.002466667,0.00256771,0.002667543,0.002768291,0.002872431,0.002982817,0.003102718,0.003235897,0.003386725,0.00356035,0.003762926,0.004001937,0.004286627,0.004628602,0.004929607,0.005299619,0.005755237,0.006316337,0.007006872,0.007855769,0.008881047,0.010136102,0.01166771,0.01352884,0.015776986,0.018470987,0.02167041,0.025437053,0.029834155,0.034925746,0.040776826,0.047454866,0.055033173,0.063596726,0.073251132,0.08413256,0.096386249,0.110118676,0.125355371,0.141987318,0.159710213,0.178025426,0.196290649,0.213754679,0.229608784,0.251919608,0.272318969,0.289920713,0.303974532,0.313943229,0.319557176,0.320837637,0.318471542,0.316122896,0.31379157,0.31379157,0.31379157,0.31379157,0.31379157,0.31379157,0.31379157,0.31379157,0.31379157,0.31379157,0.31379157,0.31379157,0.31379157
x+6,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001005147,0.001138758,0.001274088,0.00140915,0.001542148,0.001671576,0.001796286,0.00191554,0.002029027,0.002136873,0.002239624,0.002338229,0.002434011,0.002528646,0.002624147,0.002722865,0.002827504,0.002941162,0.003067406,0.00321038,0.003374965,0.003566993,0.003793558,0.004063425,0.004387594,0.004672925,0.005023671,0.005455565,0.00598745,0.006642028,0.007446724,0.008418617,0.009608321,0.011060179,0.012824401,0.014955488,0.017509214,0.020542045,0.024112561,0.028280709,0.033107184,0.038653602,0.04498392,0.052167629,0.060285283,0.069436991,0.079751829,0.091367476,0.104384864,0.118828193,0.134594126,0.1513942,0.168755751,0.186069915,0.202624604,0.217653195,0.238802309,0.258139487,0.274824719,0.288146764,0.297596398,0.302918029,0.304131818,0.301888924,0.29966257,0.297452635,0.297452635,0.297452635,0.297452635,0.297452635,0.297452635,0.297452635,0.297452635,0.297452635,0.297452635,0.297452635,0.297452635,0.297452635,0.297452635
x+7,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.000947025,0.00107291,0.001200415,0.001327667,0.001452974,0.001574918,0.001692418,0.001804776,0.0019117,0.00201331,0.00211012,0.002203023,0.002293266,0.002382429,0.002472408,0.002565418,0.002664006,0.002771091,0.002890036,0.003024743,0.00317981,0.003360735,0.003574199,0.003828461,0.004133885,0.004402717,0.004733181,0.005140102,0.00564123,0.006257958,0.007016124,0.007931817,0.009052728,0.010420634,0.012082841,0.0140907,0.016496758,0.019354219,0.022718273,0.026645401,0.031192789,0.03641849,0.042382762,0.04915108,0.056799337,0.065421855,0.075140246,0.086084228,0.098348896,0.111957052,0.126811333,0.142639957,0.158997591,0.175310578,0.190908006,0.20506758,0.224993764,0.243212787,0.258933209,0.271484918,0.280388134,0.285402047,0.286545649,0.284432449,0.282334832,0.280252685,0.280252685,0.280252685,0.280252685,0.280252685,0.280252685,0.280252685,0.280252685,0.280252685,0.280252685,0.280252685,0.280252685,0.280252685,0.280252685,0.280252685
x+8,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.000892831,0.001011512,0.00113172,0.00125169,0.001369826,0.001484792,0.001595568,0.001701496,0.001802302,0.001898097,0.001989366,0.002076953,0.002162032,0.002246092,0.002330922,0.00241861,0.002511555,0.002612513,0.002724651,0.002851649,0.002997843,0.003168414,0.003369662,0.003609374,0.003897319,0.004150768,0.004462321,0.004845955,0.005318406,0.005899841,0.00661462,0.007477912,0.008534678,0.009824304,0.01139139,0.013284347,0.015552716,0.018246657,0.0214182,0.025120594,0.029407754,0.03433441,0.039957372,0.046338366,0.053548945,0.061678031,0.070840279,0.081157982,0.092720794,0.105550212,0.119554443,0.13447726,0.149898814,0.165278276,0.179983127,0.193332408,0.212118298,0.229294721,0.244115529,0.255948954,0.264342677,0.269069664,0.270147823,0.268155552,0.266177973,0.264214979,0.264214979,0.264214979,0.264214979,0.264214979,0.264214979,0.264214979,0.264214979,0.264214979,0.264214979,0.264214979,0.264214979,0.264214979,0.264214979,0.264214979,0.264214979
x+9,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000847221,0.000959839,0.001073906,0.001187747,0.001299849,0.001408941,0.001514058,0.001614575,0.001710231,0.001801132,0.001887739,0.001970852,0.002051585,0.002131351,0.002211847,0.002295055,0.002383252,0.002479053,0.002585462,0.002705973,0.002844698,0.003006555,0.003197523,0.003424988,0.003698225,0.003938726,0.004234363,0.004598399,0.005046715,0.005598447,0.006276711,0.007095902,0.008098683,0.009322428,0.01080946,0.012605715,0.014758205,0.017314524,0.020324049,0.023837306,0.027905456,0.032580433,0.037916146,0.043971166,0.050813392,0.058527204,0.067221397,0.077012019,0.087984144,0.100158169,0.113446993,0.127607477,0.142241219,0.15683502,0.170788673,0.183456004,0.201282216,0.217581179,0.231644865,0.242873779,0.250838707,0.255324216,0.256347296,0.254456801,0.252580247,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532,0.250717532
